STARTING NiCd/NiMH CHARGE
Vmax: 10.68, Imax: 0.04, #cells: 6
V;I;tHrs;tMin;tSec;PWM
 9.22;0.03;00:13:05;095
 9.22;0.04;00:13:06;094
 9.22;0.04;00:13:07;095
 9.22;0.04;00:13:08;095
 9.22;0.04;00:13:09;095
 9.23;0.03;00:13:10;096
 9.23;0.03;00:13:11;096
 9.23;0.03;00:13:12;096
 9.22;0.04;00:13:13;094
 9.22;0.04;00:13:14;095
 9.22;0.04;00:13:15;095
 9.22;0.04;00:13:16;095
 9.23;0.04;00:13:17;095
 9.22;0.04;00:13:18;096
 9.23;0.04;00:13:19;096
 9.23;0.04;00:13:20;095
 9.23;0.03;00:13:21;096
 9.23;0.04;00:13:22;095
 9.23;0.04;00:13:23;096
 9.23;0.04;00:13:24;095
 9.23;0.04;00:13:25;096
 9.23;0.03;00:13:26;096
 9.23;0.04;00:13:27;096
 9.23;0.04;00:13:28;096
 9.23;0.04;00:13:29;096
 9.23;0.03;00:13:30;095
 9.23;0.03;00:13:31;098
 9.23;0.03;00:13:32;096
 9.23;0.04;00:13:33;095
 9.23;0.03;00:13:34;097
 9.23;0.04;00:13:35;096
 9.23;0.04;00:13:36;095
 9.23;0.04;00:13:37;096
 9.23;0.04;00:13:38;095
 9.23;0.04;00:13:39;096
 9.23;0.03;00:13:40;096
 9.23;0.04;00:13:41;097
 9.23;0.04;00:13:42;096
 9.23;0.04;00:13:43;096
 9.23;0.04;00:13:44;096
 9.23;0.04;00:13:45;096
 9.23;0.04;00:13:46;095
 9.23;0.04;00:13:47;096
 9.23;0.03;00:13:48;097
 9.23;0.03;00:13:49;097
 9.23;0.03;00:13:50;097
 9.23;0.04;00:13:51;095
 9.23;0.04;00:13:52;095
 9.23;0.04;00:13:53;095
 9.23;0.04;00:13:54;095
 9.25;0.03;00:13:55;097
 9.24;0.03;00:13:56;097
 9.25;0.03;00:13:57;097
 9.23;0.04;00:13:58;096
 9.25;0.03;00:13:59;098
 9.23;0.04;00:14:00;096
 9.24;0.04;00:14:01;096
 9.23;0.04;00:14:02;096
 9.24;0.04;00:14:03;096
 9.25;0.03;00:14:04;098
 9.25;0.03;00:14:05;096
 9.25;0.03;00:14:06;097
 9.25;0.04;00:14:07;096
 9.25;0.04;00:14:08;096
 9.25;0.04;00:14:09;096
 9.25;0.04;00:14:10;097
 9.25;0.04;00:14:11;097
 9.25;0.04;00:14:12;097
 9.25;0.03;00:14:13;098
 9.25;0.04;00:14:14;097
 9.25;0.04;00:14:15;096
 9.25;0.04;00:14:16;098
 9.25;0.04;00:14:17;097
 9.25;0.04;00:14:18;097
 9.25;0.03;00:14:19;098
 9.25;0.03;00:14:20;100
